point_id,region
296,6075061000
297,6075061000
298,6075061000
299,6075061000
300,6075061000
301,6075061000
302,6075061000
303,6075023300
304,6075031202
305,6075031202
306,6075031202
307,6075031202
308,6075060100
309,6075060100
310,6075060100
311,6075060100
312,6075060100
313,6075060100
314,6075060100
315,6075025500
316,6075025500
317,6075025500
318,6075025500
319,6075025500
320,6075025500
321,6075025500
322,6075021800
323,6075021800
324,6075021800
325,6075021800
326,6075021800
327,6075021700
328,6075021700
329,6075030700
330,6075030700
331,6075030700
332,6075030700
333,6075030700
334,6075030700
335,6075030700
336,6075030700
337,6075021700
338,6075021700
339,6075021700
340,6075030700
341,6075021700
342,6075030700
343,6075025500
344,6075025500
345,6075025500
346,6075031100
347,6075031100
348,6075031100
349,6075030700
350,6075030700
351,6075030700
352,6075030700
353,6075030700
354,6075021700
355,6075021700
356,6075026200
357,6075026200
358,6075023103
359,6075023103
360,6075023103
361,6075980600
362,6075061000
363,6075023400
364,6075023400
365,6075061000
366,6075030102
367,6075020402
368,6075021200
369,6075020402
370,6075020402
371,6075020402
372,6075030500
373,6075030500
374,6075030500
375,6075030500
376,6075030500
377,6075030500
378,6075030500
379,6075030500
380,6075030500
381,6075030500
382,6075030500
383,6075030500
384,6075030600
385,6075030600
386,6075030600
387,6075030600
388,6075030600
389,6075020300
390,6075026301
391,6075026303
392,6075026303
393,6075026303
394,6075026301
395,6075026303
396,6075026303
397,6075026303
398,6075033203
399,6075033204
400,6075033203
401,6075033203
402,6075018000
403,6075018000
404,6075018000
405,6075018000
406,6075018000
407,6075016802
408,6075020200
409,6075020100
410,6075020100
411,6075025100
412,6075025701
413,6075022903
414,6075022903
415,6075022903
416,6075022903
417,6075022903
418,6075022903
419,6075060400
420,6075060400
421,6075060400
422,6075030900
423,6075061500
424,6075026200
425,6075031302
426,6075031302
427,6075031302
428,6075031302
429,6075031302
430,6075031302
431,6075031302
432,6075031302
433,6075026302
434,6075980501
435,6075060502
436,6075010200
437,6075980600
438,6075980600
439,6075022903
440,6075022903
441,6075022903
442,6075022903
443,6075025100
444,6075980600
445,6075980600
446,6075061400
447,6075061400
448,6075061400
449,6075061400
450,6075061400
451,6075980900
452,6075061400
453,6075061400
454,6075060400
455,6075060400
456,6075060400
457,6075060400
458,6075060400
459,6075060400
460,6075060400
461,6075060400
462,6075980900
463,6075980900
464,6075025100
465,6075025100
466,6075025100
467,6075025100
468,6075025100
469,6075022903
470,6075022903
471,6075022903
472,6075022903
473,6075061400
474,6075060400
475,6075060400
476,6075060400
477,6075060400
478,6075060400
479,6075060400
480,6075060400
481,6075980600
482,6075980600
483,6075011100
484,6075012000
485,6075012000
486,6075012000
487,6075012000
488,6075012000
489,6075012000
490,6075012000
491,6075013200
492,6075013200
493,6075022903
494,6075022903
495,6075022903
496,6075022903
497,6075022903
498,6075022903
499,6075022903
500,6075061400
501,6075022903
502,6075061400
503,6075060100
504,6075017802
505,6075018000
506,6075018000
507,6075018000
508,6075061500
509,6075011100
510,6075011100
511,6075011100
512,6075011100
513,6075012000
514,6075060400
515,6075033203
516,6075033203
517,6075015900
518,6075015900
519,6075015900
520,6075015900
521,6075033100
522,6075033100
523,6075015900
524,6075015900
525,6075015900
526,6075015900
527,6075015900
528,6075015900
529,6075026402
530,6075026402
531,6075026402
532,6075026402
533,6075025800
534,6075017700
535,6075025100
536,6075980900
537,6075980900
538,6075980900
539,6075980900
540,6075060100
541,6075060100
542,6075060100
543,6075060100
544,6075060100
545,6075060100
546,6075060100
547,6075060100
548,6075060100
549,6075060100
550,6075060100
551,6075060100
552,6075060100
553,6075060100
554,6075060100
555,6075060100
556,6075060100
557,6075060100
558,6075060100
559,6075060100
560,6075060100
561,6075060100
562,6075033100
563,6075033100
564,6075025701
565,6075025701
566,6075025701
567,6075025701
568,6075025402
569,6075025402
570,6075025402
571,6075060100
572,6075060100
573,6075060100
574,6075060100
575,6075060100
576,6075060100
577,6075060100
578,6075060100
579,6075060100
580,6075060100
581,6075060100
582,6075060100
583,6075060100
584,6075060100
585,6075060100
586,6075060100
587,6075060100
588,6075060100
589,6075060100
590,6075060100
591,6075060100
592,6075060100
593,6075060100
594,6075060100
595,6075060100
596,6075060100
597,6075060100
598,6075060100
599,6075060100
600,6075018000
601,6075018000
602,6075018000
603,6075018000
604,6075018000
605,6075018000
606,6075018000
607,6075018000
608,6075018000
609,6075018000
610,6075018000
611,6075018000
612,6075025701
613,6075018000
614,6075018000
615,6075018000
616,6075018000
617,6075018000
618,6075018000
619,6075018000
620,6075018000
621,6075021000
622,6075021000
623,6075025702
624,6075025800
625,6075025800
626,6075025800
627,6075025800
628,6075025800
629,6075025701
630,6075025701
631,6075025701
632,6075025701
633,6075025402
634,6075026402
635,6075061000
636,6075025500
637,6075017801
638,6075018000
639,6075018000
640,6075018000
641,6075018000
642,6075018000
643,6075018000
644,6075018000
645,6075018000
646,6075061000
647,6075061000
648,6075061000
649,6075061000
650,6075031100
651,6075025500
652,6075025500
653,6075030700
654,6075013500
655,6075013500
656,6075021800
657,6075031100
658,6075031100
659,6075025500
660,6075025500
661,6075025500
662,6075025500
663,6075021600
664,6075021600
665,6075021600
666,6075021600
667,6075021600
668,6075021600
669,6075021600
670,6075021600
671,6075021600
672,6075025500
673,6075025500
674,6075021800
675,6075021800
676,6075021800
677,6075021800
678,6075021800
679,6075031302
680,6075031302
681,6075031302
682,6075031302
683,6075031302
684,6075031302
685,6075031302
686,6075012700
687,6075012700
688,6075012700
689,6075012700
690,6075012700
691,6075012700
692,6075012700
693,6075012700
694,6075012700
695,6075047802
696,6075047802
697,6075047802
698,6075047802
699,6075047802
700,6075033203
701,6075033203
702,6075033203
703,6075033203
704,6075033203
705,6075033204
706,6075033204
707,6075060700
708,6075060700
709,6075060700
710,6075060700
711,6075060700
712,6075060700
713,6075060700
714,6075022600
715,6075061400
716,6075061400
717,6075061400
718,6075980900
719,6075980900
720,6075980900
721,6075980900
722,6075980900
723,6075980900
724,6075980900
725,6075980900
726,6075980900
727,6075980900
728,6075980900
729,6075980900
730,6075980900
731,6075980900
732,6075060700
733,6075060700
734,6075060700
735,6075040100
736,6075060100
737,6075060100
738,6075061400
739,6075061400
740,6075061400
741,6075061400
742,6075061400
743,6075061400
744,6075061400
745,6075061400
746,6075061400
747,6075061400
748,6075061400
749,6075061400
750,6075061400
751,6075980900
752,6075022600
753,6075022600
754,6075022600
755,6075022600
756,6075017700
757,6075060700
758,6075060700
759,6075022600
760,6075022600
761,6075022600
762,6075022702
763,6075022702
764,6075022702
765,6075022702
766,6075022702
767,6075022702
768,6075022702
769,6075060100
770,6075060100
771,6075060100
772,6075060100
773,6075060100
774,6075060100
775,6075016700
776,6075016700
777,6075016700
778,6075016700
779,6075016700
780,6075016700
781,6075016700
782,6075016700
783,6075016700
784,6075016700
785,6075016700
786,6075017101
787,6075017700
788,6075018000
789,6075018000
790,6075018000
791,6075018000
792,6075018000
793,6075018000
794,6075017700
795,6075017700
796,6075017700
797,6075018000
798,6075018000
799,6075018000
800,6075018000
801,6075018000
802,6075017700
803,6075017700
804,6075017700
805,6075017700
806,6075017700
807,6075017700
808,6075018000
809,6075018000
810,6075018000
811,6075017700
812,6075017700
813,6075017700
814,6075017700
815,6075025800
816,6075025800
817,6075025800
818,6075023300
819,6075023300
820,6075023300
821,6075030600
822,6075030600
823,6075025800
824,6075025800
825,6075060100
826,6075030400
827,6075030400
828,6075030400
829,6075025100
830,6075025100
831,6075025100
832,6075980900
833,6075025100
834,6075025100
835,6075980900
836,6075980900
837,6075980900
838,6075980900
839,6075033100
840,6075033100
841,6075033100
842,6075061400
843,6075017700
844,6075022903
845,6075025100
846,6075025100
847,6075025100
848,6075025100
849,6075060100
850,6075060100
851,6075060100
852,6075060100
853,6075060100
854,6075060100
855,6075980300
856,6075025800
857,6075025800
858,6075025800
859,6075025800
860,6075025800
861,6075025800
862,6075025800
863,6075025800
864,6075025800
865,6075025800
866,6075025800
867,6075026402
868,6075026402
869,6075022600
870,6075022600
871,6075022600
872,6075022600
873,6075022600
874,6075022600
875,6075060100
876,6075060100
877,6075060100
878,6075060100
879,6075060100
880,6075060100
881,6075060100
882,6075060100
883,6075060100
884,6075060100
885,6075060100
886,6075060100
887,6075060100
888,6075060100
889,6075060100
890,6075026402
891,6075060100
892,6075060100
893,6075060100
894,6075060100
895,6075060100
896,6075060100
897,6075060100
898,6075060100
899,6075060100
900,6075060100
901,6075060100
902,6075060100
903,6075060100
904,6075060100
905,6075060100
906,6075060100
907,6075060100
908,6075060100
909,6075060100
910,6075060100
911,6075060100
912,6075060100
913,6075060100
914,6075060100
915,6075060100
916,6075060100
917,6075025500
918,6075021800
919,6075021800
920,6075021800
921,6075025500
922,6075025500
923,6075025500
924,6075026301
925,6075026303
926,6075026303
927,6075026301
928,6075026303
929,6075061500
930,6075061500
931,6075061500
932,6075061500
933,6075061500
934,6075061500
935,6075061500
936,6075022600
937,6075022600
938,6075022600
939,6075022600
940,6075022600
941,6075022600
942,6075022600
943,6075022600
944,6075022600
945,6075022600
946,6075022600
947,6075022600
948,6075022600
949,6075022600
950,6075022600
951,6075022600
952,6075031100
953,6075031100
954,6075031100
955,6075031100
956,6075031100
957,6075031100
958,6075031100
959,6075031100
960,6075031100
961,6075031100
962,6075031100
963,6075031100
964,6075031100
965,6075026100
966,6075026100
967,6075026100
968,6075026100
969,6075026100
970,6075025500
971,6075025500
972,6075025500
973,6075025500
974,6075025500
975,6075025100
976,6075025100
977,6075025100
978,6075025100
979,6075025100
980,6075025100
981,6075025100
982,6075025100
983,6075025100
984,6075025100
985,6075025100
986,6075031400
987,6075031400
988,6075031400
989,6075031400
990,6075031400
991,6075031400
992,6075031400
993,6075031400
994,6075031400
995,6075031400
996,6075031400
997,6075031400
998,6075031400
999,6075031400
1000,6075031100
1001,6075031100
1002,6075031202
1003,6075022600
1004,6075031100
1005,6075060400
1006,6075060400
1007,6075060400
1008,6075060400
1009,6075060400
1010,6075060400
1011,6075031302
1012,6075031302
1013,6075031302
1014,6075031302
1015,6075031302
1016,6075031302
1017,6075031302
1018,6075031302
1019,6075031302
1020,6075025100
1021,6075025100
1022,6075025701
1023,6075025701
1024,6075025701
1025,6075025701
1026,6075025701
1027,6075025701
1028,6075025402
1029,6075025402
1030,6075025701
1031,6075025403
1032,6075018000
1033,6075018000
1034,6075018000
1035,6075033203
1036,6075033204
1037,6075016300
1038,6075060100
1039,6075026401
1040,6075980501
1041,6075035100
1042,6075035100
1043,6075035100
1044,6075035100
1045,6075035100
1046,6075035100
1047,6075032700
1048,6075980900
1049,6075980900
1050,6075980900
1051,6075980900
1052,6075980900
1053,6075980600
1054,6075980600
1055,6075980600
1056,6075980600
1057,6075980600
1058,6075980600
1059,6075980600
1060,6075980600
1061,6075980600
1062,6075016000
1063,6075047802
1064,6075047902
1065,6075980600
1066,6075980600
1067,6075011100
1068,6075011100
1069,6075022903
1070,6075022903
1071,6075025100
1072,6075060400
1073,6075060400
1074,6075060400
1075,6075010500
1076,6075011700
1077,6075011700
1078,6075061500
1079,6075022903
1080,6075022903
1081,6075022903
1082,6075025701
1083,6075025702
1084,6075025702
1085,6075025702
1086,6075012700
1087,6075060100
1088,6075017902
1089,6075017902
1090,6075017902
1091,6075017902
1092,6075017902
1093,6075017902
1094,6075017902
1095,6075017902
1096,6075017902
1097,6075017902
1098,6075026200
1099,6075026200
1100,6075026200
1101,6075026200
1102,6075026200
1103,6075026200
1104,6075026200
1105,6075026200
1106,6075026200
1107,6075015900
1108,6075015900
1109,6075060400
1110,6075060400
1111,6075060400
1112,6075025403
1113,6075025403
1114,6075025403
1115,6075025403
1116,6075025600
1117,6075015900
1118,6075015900
1119,6075015900
1120,6075035201
1121,6075035201
1122,6075025701
1123,6075025701
1124,6075025701
1125,6075025701
1126,6075025701
1127,6075025702
1128,6075025702
1129,6075025702
1130,6075025702
1131,6075025702
1132,6075018000
1133,6075018000
1134,6075018000
1135,6075018000
1136,6075980900
1137,6075980900
1138,6075060100
1139,6075060100
1140,6075060100
1141,6075060100
1142,6075060100
1143,6075025401
1144,6075025401
1145,6075025401
1146,6075015700
1147,6075015700
1148,6075015700
1149,6075015700
1150,6075015700
1151,6075015700
1152,6075023003
1153,6075023003
1154,6075060100
1155,6075060100
1156,6075060100
1157,6075060100
1158,6075060100
1159,6075060100
1160,6075060100
1161,6075060100
1162,6075025402
1163,6075018000
1164,6075018000
1165,6075018000
1166,6075018000
1167,6075018000
1168,6075018000
1169,6075018000
1170,6075018000
1171,6075018000
1172,6075018000
1173,6075013500
1174,6075033204
1175,6075033204
1176,6075012602
1177,6075980600
1178,6075980600
1179,6075980600
1180,6075025402
1181,6075025402
1182,6075025402
1183,6075025402
1184,6075025402
1185,6075061000
1186,6075026402
1187,6075026402
1188,6075023001
1189,6075025702
1190,6075025702
1191,6075025702
1192,6075025702
1193,6075025702
1194,6075025702
1195,6075025702
1196,6075025702
1197,6075025702
1198,6075060700
1199,6075015700
1200,6075015600
1201,6075015700
1202,6075015700
1203,6075015700
1204,6075015700
1205,6075015700
1206,6075015700
1207,6075015700
1208,6075015700
1209,6075015700
1210,6075017802
1211,6075018000
1212,6075018000
1213,6075018000
1214,6075018000
1215,6075018000
1216,6075018000
1217,6075018000
1218,6075018000
1219,6075061500
1220,6075020402
1221,6075020402
1222,6075020402
1223,6075020402
1224,6075021600
1225,6075031100
1226,6075060100
1227,6075061500
1228,6075061500
1229,6075061500
1230,6075061500
1231,6075061500
1232,6075061500
1233,6075061500
1234,6075061500
1235,6075061500
1236,6075061500
1237,6075061500
1238,6075061500
1239,6075061500
1240,6075061500
1241,6075016700
1242,6075016700
1243,6075016700
1244,6075016700
1245,6075016700
1246,6075016700
1247,6075016700
1248,6075016700
1249,6075016700
1250,6075016700
1251,6075016700
1252,6075016700
1253,6075060100
1254,6075060100
1255,6075060100
1256,6075060100
1257,6075060100
1258,6075060100
1259,6075060100
1260,6075022802
1261,6075022802
1262,6075012700
1263,6075980600
1264,6075980600
1265,6075980600
1266,6075022704
1267,6075022704
1268,6075022704
1269,6075022704
1270,6075022704
1271,6075022704
1272,6075022704
1273,6075022704
1274,6075022704
1275,6075060100
1276,6075980600
1277,6075980600
1278,6075980600
1279,6075025100
1280,6075025100
1281,6075017700
1282,6075022702
1283,6075022702
1284,6075022702
1285,6075022702
1286,6075022702
1287,6075022702
1288,6075022600
1289,6075030900
1290,6075030900
1291,6075030900
1292,6075018000
1293,6075018000
1294,6075025800
1295,6075030102
1296,6075980600
1297,6075980600
1298,6075980600
1299,6075980600
1300,6075061400
1301,6075061400
1302,6075061400
1303,6075061400
1304,6075980900
1305,6075980900
1306,6075980900
1307,6075060100
1308,6075060100
1309,6075060100
1310,6075030400
1311,6075030400
1312,6075030400
1313,6075030400
1314,6075030400
1315,6075980200
1316,6075060700
1317,6075060700
1318,6075060700
1319,6075060700
1320,6075060700
1321,6075980900
1322,6075017902
1323,6075017902
1324,6075030400
1325,6075030400
1326,6075030400
1327,6075060100
1328,6075060100
1329,6075060100
1330,6075060100
1331,6075060100
1332,6075060100
1333,6075060100
1334,6075060100
1335,6075060100
1336,6075060100
1337,6075060100
1338,6075060100
1339,6075031100
1340,6075031100
1341,6075010600
1342,6075010600
1343,6075010600
1344,6075018000
1345,6075060100
1346,6075060100
1347,6075060100
1348,6075060100
1349,6075025100
1350,6075980300
1351,6075980300
1352,6075980300
1353,6075980300
1354,6075980300
1355,6075980300
1356,6075030900
1357,6075030900
1358,6075030900
1359,6075025500
1360,6075025500
1361,6075025500
1362,6075031202
1363,6075031202
1364,6075031202
1365,6075031202
1366,6075026100
1367,6075060502
1368,6075031302
1369,6075060400
1370,6075060400
1371,6075060400
1372,6075060400
1373,6075060400
1374,6075031302
1375,6075033203
1376,6075033203
1377,6075033203
1378,6075033204
1379,6075023102
1380,6075023102
1381,6075023102
1382,6075023102
1383,6075023102
1384,6075023102
1385,6075023102
1386,6075980600
1387,6075980600
1388,6075980600
1389,6075980600
1390,6075980600
1391,6075980600
1392,6075980600
1393,6075016000
1394,6075016000
1395,6075016000
1396,6075016000
1397,6075016000
1398,6075016000
1399,6075016000
1400,6075015500
1401,6075061500
1402,6075061500
1403,6075061500
1404,6075025500
1405,6075030600
1406,6075030600
1407,6075030600
1408,6075030600
1409,6075030600
1410,6075018000
1411,6075018000
1412,6075011700
1413,6075011700
1414,6075023102
1415,6075023102
1416,6075012402
1417,6075012402
1418,6075016200
1419,6075016200
1420,6075016200
1421,6075016300
1422,6075016100
1423,6075016300
1424,6075016300
1425,6075016300
1426,6075016300
1427,6075016400
1428,6075016400
1429,6075015802
1430,6075016400
1431,6075016400
1432,6075016500
1433,6075016500
1434,6075016500
1435,6075016500
1436,6075016500
1437,6075016500
1438,6075016500
1439,6075015700
1440,6075016500
1441,6075016500
1442,6075980300
1443,6075980300
1444,6075980300
1445,6075980300
1446,6075980300
1447,6075980300
1448,6075980300
1449,6075980300
1450,6075980300
1451,6075980300
1452,6075980300
1453,6075980300
1454,6075980300
1455,6075980300
1456,6075980300
1457,6075980300
1458,6075980300
1459,6075980300
1460,6075980300
1461,6075980300
1462,6075980300
1463,6075980300
1464,6075980300
1465,6075980300
1466,6075980300
1467,6075980300
1468,6075980300
1469,6075980300
1470,6075980300
1471,6075980300
1472,6075980300
1473,6075980300
1474,6075980300
1475,6075980300
1476,6075980300
1477,6075980300
1478,6075980300
1479,6075980300
1480,6075980300
1481,6075980300
1482,6075980300
1483,6075980300
1484,6075980300
1485,6075980300
1486,6075980300
1487,6075980300
1488,6075980300
1489,6075980300
1490,6075980300
1491,6075980300
1492,6075980300
1493,6075020402
1494,6075030500
1495,6075030500
1496,6075030500
1497,6075030500
1498,6075030500
1499,6075030500
1500,6075030500
1501,6075030500
1502,6075030500
1503,6075030500
1504,6075030500
1505,6075030500
1506,6075030500
1507,6075030500
1508,6075030500
1509,6075030500
1510,6075030500
1511,6075030500
1512,6075030500
1513,6075030500
1514,6075030500
1515,6075030500
1516,6075030500
1517,6075030500
1518,6075030500
1519,6075030500
1520,6075030500
1521,6075030500
1522,6075030500
1523,6075030500
1524,6075030500
1525,6075030500
1526,6075030500
1527,6075030500
1528,6075010700
1529,6075030800
1530,6075030800
1531,6075030800
1532,6075030900
1533,6075030900
1534,6075030900
1535,6075030900
1536,6075980300
1537,6075030101
1538,6075030101
1539,6075030102
1540,6075030102
1541,6075030102
1542,6075030102
1543,6075030102
1544,6075030102
1545,6075030102
1546,6075030102
1547,6075030102
1548,6075030102
1549,6075030102
1550,6075030102
1551,6075030102
1552,6075030102
1553,6075040100
1554,6075040100
1555,6075040100
1556,6075040100
1557,6075040100
1558,6075045100
1559,6075045100
1560,6075045100
1561,6075980300
1562,6075030101
1563,6075030101
1564,6075030101
1565,6075040100
1566,6075040100
1567,6075040100
1568,6075040100
1569,6075040100
1570,6075045100
1571,6075045100
1572,6075045100
1573,6075030400
1574,6075030800
1575,6075030800
1576,6075030800
1577,6075030800
1578,6075030800
1579,6075030800
1580,6075030800
1581,6075030800
1582,6075033000
1583,6075033000
1584,6075033000
1585,6075033000
1586,6075033000
1587,6075033000
1588,6075033000
1589,6075033000
1590,6075033000
1591,6075033000
1592,6075033000
1593,6075033000
1594,6075033000
1595,6075033000
1596,6075033000
1597,6075033000
1598,6075033000
1599,6075033000
1600,6075033000
1601,6075033000
1602,6075033000
1603,6075033000
1604,6075033000
1605,6075033000
1606,6075033000
1607,6075033000
1608,6075033000
1609,6075033000
1610,6075033000
1611,6075033000
1612,6075033000
1613,6075033000
1614,6075033000
1615,6075033000
1616,6075033000
1617,6075035300
1618,6075035300
1619,6075035300
1620,6075035300
1621,6075035300
1622,6075035300
1623,6075035300
1624,6075035400
1625,6075035400
1626,6075035400
1627,6075035400
1628,6075035400
1629,6075035400
1630,6075021800
1631,6075021800
1632,6075021800
1633,6075025401
1634,6075025401
1635,6075025401
1636,6075025200
1637,6075025200
1638,6075025200
1639,6075025200
1640,6075060100
1641,6075060100
1642,6075060100
1643,6075060100
1644,6075060100
1645,6075060100
1646,6075060100
1647,6075060100
1648,6075060100
1649,6075060100
1650,6075060100
1651,6075060100
1652,6075060100
1653,6075060100
1654,6075060100
1655,6075060100
1656,6075060100
1657,6075060100
1658,6075060100
1659,6075060100
1660,6075060100
1661,6075060100
1662,6075060100
1663,6075060100
1664,6075060100
1665,6075060100
1666,6075060100
1667,6075060100
1668,6075060100
1669,6075026303
1670,6075026303
1671,6075015801
1672,6075015700
1673,6075030301
1674,6075030301
1675,6075030301
1676,6075030301
1677,6075030301
1678,6075030301
1679,6075030301
1680,6075030301
1681,6075030301
1682,6075030301
1683,6075030301
1684,6075030301
1685,6075030301
1686,6075030301
1687,6075030302
1688,6075030302
1689,6075030302
1690,6075030302
1691,6075030302
1692,6075030302
1693,6075030302
1694,6075030302
1695,6075030302
1696,6075030302
1697,6075030302
1698,6075032802
1699,6075032802
1700,6075032802
1701,6075032802
1702,6075032802
1703,6075032802
1704,6075032802
1705,6075032802
1706,6075032802
1707,6075032802
1708,6075032902
1709,6075032902
1710,6075032902
1711,6075032902
1712,6075032902
1713,6075032902
1714,6075032902
1715,6075032902
1716,6075035100
1717,6075035100
1718,6075035100
1719,6075035100
1720,6075035100
1721,6075035100
1722,6075035100
1723,6075035100
1724,6075035201
1725,6075035201
1726,6075035201
1727,6075035201
1728,6075035201
1729,6075035201
1730,6075030301
1731,6075030301
1732,6075030301
1733,6075030301
1734,6075030301
1735,6075030301
1736,6075030301
1737,6075030301
1738,6075030301
1739,6075030302
1740,6075030302
1741,6075030302
1742,6075030302
1743,6075030302
1744,6075030302
1745,6075030302
1746,6075030302
1747,6075060100
1748,6075060100
1749,6075060502
1750,6075012201
1751,6075012201
1752,6075021800
1753,6075025401
1754,6075025401
1755,6075025401
1756,6075025401
1757,6075025401
1758,6075025401
1759,6075025401
1760,6075025402
1761,6075025403
1762,6075025403
1763,6075025403
1764,6075025403
1765,6075025403
1766,6075025403
1767,6075025403
1768,6075025403
1769,6075025403
1770,6075025403
1771,6075025403
1772,6075025403
1773,6075025403
1774,6075025403
1775,6075025403
1776,6075025403
1777,6075025403
1778,6075025403
1779,6075025403
1780,6075025403
1781,6075025403
1782,6075025403
1783,6075025403
1784,6075025403
1785,6075025403
1786,6075025403
1787,6075025403
1788,6075025403
1789,6075025403
1790,6075025600
1791,6075023003
1792,6075023003
1793,6075023003
1794,6075023003
1795,6075023300
1796,6075060100
1797,6075060100
1798,6075060100
1799,6075060100
1800,6075060100
1801,6075030102
1802,6075030102
1803,6075030102
1804,6075030102
1805,6075030102
1806,6075020100
1807,6075020100
1808,6075020100
1809,6075033203
1810,6075033203
1811,6075033203
1812,6075033203
1813,6075022903
1814,6075022903
1815,6075022902
1816,6075022902
1817,6075022902
1818,6075022901
1819,6075022901
1820,6075022901
1821,6075022901
1822,6075022901
1823,6075020900
1824,6075020900
1825,6075020900
1826,6075020900
1827,6075020900
1828,6075020900
1829,6075020900
1830,6075020900
1831,6075021000
1832,6075021000
1833,6075021000
1834,6075021000
1835,6075021400
1836,6075021400
1837,6075021400
1838,6075021400
1839,6075021400
1840,6075021300
1841,6075021300
1842,6075021300
1843,6075021300
1844,6075021300
1845,6075021300
1846,6075021300
1847,6075980900
1848,6075022600
1849,6075980900
1850,6075980900
1851,6075980900
1852,6075980900
1853,6075980900
1854,6075980900
1855,6075980900
1856,6075980900
1857,6075061400
1858,6075061400
1859,6075061400
1860,6075061400
1861,6075061400
1862,6075061400
1863,6075061400
1864,6075061400
1865,6075061400
1866,6075022903
1867,6075022903
1868,6075022903
1869,6075022903
1870,6075031202
1871,6075031202
1872,6075031202
1873,6075020300
