period,region,PR
0,6075042601,0.102857142857
0,6075042602,0.171428571429
0,6075042700,0.185714285714
0,6075042800,0.0542857142857
0,6075045100,0.88
0,6075045200,0.474285714286
0,6075047600,0.402857142857
0,6075047701,0.374285714286
0,6075047702,0.0428571428571
0,6075047801,0.0485714285714
0,6075047802,0.0657142857143
0,6075047901,0.0971428571429
0,6075047902,0.06
0,6075060100,0.2
0,6075060400,0.0114285714286
0,6075060502,0.04
0,6075060700,3.38285714286
0,6075061000,0.0714285714286
0,6075061100,3.70571428571
0,6075061200,0.0714285714286
0,6075061400,0.254285714286
0,6075061500,14.6057142857
0,6075980200,0.0257142857143
0,6075980300,0.545714285714
0,6075980900,0.891428571429
0,6077003900,0.0
0,6081600100,0.52
0,6081600700,0.02
0,6081601604,0.0114285714286
0,6081602300,0.345714285714
0,6081604102,0.0228571428571
0,6081604200,0.117142857143
0,6081604400,0.174285714286
0,6081605100,0.0742857142857
0,6081605400,0.0657142857143
0,6081984300,6.53142857143
1,6001401700,0.0514285714286
1,6001409000,0.00285714285714
1,6001990000,0.02
1,6013355200,0.0
1,6075010100,2.98857142857
1,6075010200,2.16
1,6075010300,1.42857142857
1,6075010400,0.468571428571
1,6075010500,3.30571428571
1,6075010600,9.62
1,6075010700,6.4
1,6075010800,0.237142857143
1,6075010900,3.86571428571
1,6075011000,2.50571428571
1,6075011100,3.76857142857
1,6075011200,1.16285714286
1,6075011300,0.297142857143
1,6075011700,12.0428571429
1,6075011800,0.311428571429
1,6075011901,0.322857142857
1,6075011902,1.48571428571
1,6075012000,3.95142857143
1,6075012100,3.85142857143
1,6075012201,1.74857142857
1,6075012202,4.34
1,6075012301,3.85714285714
1,6075012302,5.58857142857
1,6075012401,0.505714285714
1,6075012402,3.16
1,6075012501,3.40571428571
1,6075012502,0.411428571429
1,6075012601,1.30857142857
1,6075012602,0.305714285714
1,6075012700,0.294285714286
1,6075012800,6.52571428571
1,6075012901,0.517142857143
1,6075012902,2.84285714286
1,6075013000,6.02857142857
1,6075013101,0.554285714286
1,6075013102,0.411428571429
1,6075013200,0.502857142857
1,6075013300,0.354285714286
1,6075013400,1.04285714286
1,6075013500,0.668571428571
1,6075015100,1.06571428571
1,6075015200,1.70571428571
1,6075015300,1.39428571429
1,6075015400,0.557142857143
1,6075015500,2.00571428571
1,6075015600,0.357142857143
1,6075015700,1.26571428571
1,6075015801,0.471428571429
1,6075015802,0.702857142857
1,6075015900,2.07714285714
1,6075016000,0.602857142857
1,6075016100,0.485714285714
1,6075016200,1.96571428571
1,6075016300,0.485714285714
1,6075016400,2.56
1,6075016500,0.588571428571
1,6075016600,3.75714285714
1,6075016700,1.60857142857
1,6075016801,2.48571428571
1,6075016802,1.15142857143
1,6075016900,3.56
1,6075017000,0.417142857143
1,6075017101,0.197142857143
1,6075017102,0.557142857143
1,6075017601,6.3
1,6075017700,3.44
1,6075017801,0.877142857143
1,6075017802,4.52285714286
1,6075017902,0.0628571428571
1,6075018000,2.16857142857
1,6075020100,4.75142857143
1,6075020200,5.45142857143
1,6075020300,4.06285714286
1,6075020401,0.18
1,6075020402,0.16
1,6075020500,3.58857142857
1,6075020600,4.84
1,6075020700,1.99142857143
1,6075020800,6.91142857143
1,6075020900,3.32857142857
1,6075021000,0.494285714286
1,6075021100,0.645714285714
1,6075021200,0.137142857143
1,6075021300,0.16
1,6075021400,0.474285714286
1,6075021500,0.231428571429
1,6075021600,0.0885714285714
1,6075021700,0.0742857142857
1,6075021800,0.142857142857
1,6075022600,0.38
1,6075022702,0.451428571429
1,6075022704,0.197142857143
1,6075022801,0.808571428571
1,6075022802,0.234285714286
1,6075022803,0.22
1,6075022901,0.454285714286
1,6075022902,0.162857142857
1,6075022903,0.231428571429
1,6075023001,0.02
1,6075023003,0.0228571428571
1,6075023102,0.0314285714286
1,6075023103,0.0314285714286
1,6075023200,0.0657142857143
1,6075023300,0.0171428571429
1,6075023400,0.0228571428571
1,6075025100,0.168571428571
1,6075025200,0.368571428571
1,6075025300,1.94285714286
1,6075025401,0.208571428571
1,6075025402,0.0628571428571
1,6075025403,0.122857142857
1,6075025500,0.24
1,6075025600,0.12
1,6075025701,0.0514285714286
1,6075025702,0.145714285714
1,6075025800,0.0228571428571
1,6075025900,0.0114285714286
1,6075026001,0.231428571429
1,6075026002,0.08
1,6075026003,0.02
1,6075026004,0.0742857142857
1,6075026100,0.434285714286
1,6075026200,0.0457142857143
1,6075026301,0.162857142857
1,6075026302,0.02
1,6075026303,0.0228571428571
1,6075026401,0.0114285714286
1,6075026402,0.04
1,6075026403,0.00857142857143
1,6075030101,0.442857142857
1,6075030102,0.2
1,6075030201,0.122857142857
1,6075030202,1.11714285714
1,6075030301,0.1
1,6075030302,0.0457142857143
1,6075030400,0.06
1,6075030500,0.0428571428571
1,6075030600,0.0428571428571
1,6075030700,0.0285714285714
1,6075030800,0.137142857143
1,6075030900,0.0714285714286
1,6075031000,0.0171428571429
1,6075031100,0.28
1,6075031201,0.0685714285714
1,6075031202,0.0257142857143
1,6075031301,0.00857142857143
1,6075031302,0.0257142857143
1,6075031400,0.0428571428571
1,6075032601,0.237142857143
1,6075032602,0.0171428571429
1,6075032700,0.0571428571429
1,6075032801,0.0828571428571
1,6075032802,0.0457142857143
1,6075032901,0.06
1,6075032902,0.0342857142857
1,6075033000,0.0771428571429
1,6075033100,0.0342857142857
1,6075033201,0.0428571428571
1,6075033203,0.0314285714286
1,6075033204,0.0542857142857
1,6075035100,0.0485714285714
1,6075035201,0.0342857142857
1,6075035202,0.134285714286
1,6075035300,0.0342857142857
1,6075035400,0.0314285714286
1,6075040100,0.928571428571
1,6075040200,0.311428571429
1,6075042601,0.06
1,6075042602,0.177142857143
1,6075042700,0.154285714286
1,6075042800,0.0571428571429
1,6075045100,0.865714285714
1,6075045200,0.405714285714
1,6075047600,0.294285714286
1,6075047701,0.365714285714
1,6075047702,0.0457142857143
1,6075047801,0.0514285714286
1,6075047802,0.0257142857143
1,6075047901,0.0885714285714
1,6075047902,0.0457142857143
1,6075060100,0.194285714286
1,6075060400,0.0114285714286
1,6075060502,0.0342857142857
1,6075060700,1.70857142857
1,6075061000,0.0457142857143
1,6075061100,3.88285714286
1,6075061200,0.0571428571429
1,6075061400,0.234285714286
1,6075061500,12.8685714286
1,6075980200,0.02
1,6075980300,0.48
1,6075980900,0.937142857143
1,6077003900,0.0
1,6081600100,0.5
1,6081600700,0.02
1,6081601604,0.00571428571429
1,6081602300,0.3
1,6081604102,0.02
1,6081604200,0.0542857142857
1,6081604400,0.134285714286
1,6081605100,0.0314285714286
1,6081605400,0.0342857142857
1,6081984300,5.67428571429
2,6001401700,0.0343839541547
2,6001409000,0.00859598853868
2,6001990000,0.0229226361032
2,6013355200,0.0
2,6075010100,2.23495702006
2,6075010200,1.88538681948
2,6075010300,1.28080229226
2,6075010400,0.363896848138
2,6075010500,2.58739255014
2,6075010600,9.75071633238
2,6075010700,6.29226361032
2,6075010800,0.300859598854
2,6075010900,3.3323782235
2,6075011000,2.36103151862
2,6075011100,3.45845272206
2,6075011200,0.968481375358
2,6075011300,0.252148997135
2,6075011700,10.6160458453
2,6075011800,0.272206303725
2,6075011901,0.32664756447
2,6075011902,1.2435530086
2,6075012000,4.01719197708
2,6075012100,3.4441260745
2,6075012201,1.60744985673
2,6075012202,4.04871060172
2,6075012301,3.69627507163
2,6075012302,4.88252148997
2,6075012401,0.449856733524
2,6075012402,2.80515759312
2,6075012501,3.07163323782
2,6075012502,0.489971346705
2,6075012601,1.3323782235
2,6075012602,0.269340974212
2,6075012700,0.280802292264
2,6075012800,6.73638968481
2,6075012901,0.487106017192
2,6075012902,2.69054441261
2,6075013000,5.69340974212
2,6075013101,0.432664756447
2,6075013102,0.372492836676
2,6075013200,0.547277936963
2,6075013300,0.295128939828
2,6075013400,1.05157593123
2,6075013500,0.604584527221
2,6075015100,0.988538681948
2,6075015200,1.40401146132
2,6075015300,1.2664756447
2,6075015400,0.481375358166
2,6075015500,1.79656160458
2,6075015600,0.272206303725
2,6075015700,1.10888252149
2,6075015801,0.446991404011
2,6075015802,0.679083094556
2,6075015900,1.54441260745
2,6075016000,0.47564469914
2,6075016100,0.47564469914
2,6075016200,1.73638968481
2,6075016300,0.521489971347
2,6075016400,2.67908309456
2,6075016500,0.618911174785
2,6075016600,3.73065902579
2,6075016700,1.67335243553
2,6075016801,2.53008595989
2,6075016802,1.16618911175
2,6075016900,3.20630372493
2,6075017000,0.378223495702
2,6075017101,0.183381088825
2,6075017102,0.518624641834
2,6075017601,5.85959885387
2,6075017700,3.51862464183
2,6075017801,0.787965616046
2,6075017802,4.5787965616
2,6075017902,0.0744985673352
2,6075018000,1.93123209169
2,6075020100,4.90544412607
2,6075020200,5.66475644699
2,6075020300,3.84240687679
2,6075020401,0.163323782235
2,6075020402,0.134670487106
2,6075020500,3.51289398281
2,6075020600,4.91977077364
2,6075020700,2.01432664756
2,6075020800,6.81948424069
2,6075020900,3.42406876791
2,6075021000,0.598853868195
2,6075021100,0.598853868195
2,6075021200,0.126074498567
2,6075021300,0.106017191977
2,6075021400,0.43553008596
2,6075021500,0.194842406877
2,6075021600,0.0744985673352
2,6075021700,0.0773638968481
2,6075021800,0.126074498567
2,6075022600,0.378223495702
2,6075022702,0.340974212034
2,6075022704,0.180515759312
2,6075022801,0.670487106017
2,6075022802,0.180515759312
2,6075022803,0.246418338109
2,6075022901,0.406876790831
2,6075022902,0.232091690544
2,6075022903,0.375358166189
2,6075023001,0.0515759312321
2,6075023003,0.0343839541547
2,6075023102,0.0143266475645
2,6075023103,0.0429799426934
2,6075023200,0.0229226361032
2,6075023300,0.0229226361032
2,6075023400,0.0315186246418
2,6075025100,0.171919770774
2,6075025200,0.358166189112
2,6075025300,1.91404011461
2,6075025401,0.206303724928
2,6075025402,0.0401146131805
2,6075025403,0.143266475645
2,6075025500,0.283667621777
2,6075025600,0.12893982808
2,6075025701,0.080229226361
2,6075025702,0.12893982808
2,6075025800,0.0372492836676
2,6075025900,0.025787965616
2,6075026001,0.220630372493
2,6075026002,0.0859598853868
2,6075026003,0.025787965616
2,6075026004,0.0716332378223
2,6075026100,0.372492836676
2,6075026200,0.0659025787966
2,6075026301,0.160458452722
2,6075026302,0.0114613180516
2,6075026303,0.025787965616
2,6075026401,0.0114613180516
2,6075026402,0.025787965616
2,6075026403,0.00286532951289
2,6075030101,0.395415472779
2,6075030102,0.194842406877
2,6075030201,0.180515759312
2,6075030202,0.957020057307
2,6075030301,0.0744985673352
2,6075030302,0.0429799426934
2,6075030400,0.0573065902579
2,6075030500,0.0286532951289
2,6075030600,0.0515759312321
2,6075030700,0.054441260745
2,6075030800,0.189111747851
2,6075030900,0.0830945558739
2,6075031000,0.0343839541547
2,6075031100,0.21776504298
2,6075031201,0.0429799426934
2,6075031202,0.025787965616
2,6075031301,0.0171919770774
2,6075031302,0.0315186246418
2,6075031400,0.0401146131805
2,6075032601,0.214899713467
2,6075032602,0.0515759312321
2,6075032700,0.054441260745
2,6075032801,0.080229226361
2,6075032802,0.0515759312321
2,6075032901,0.0286532951289
2,6075032902,0.0229226361032
2,6075033000,0.140401146132
2,6075033100,0.025787965616
2,6075033201,0.0773638968481
2,6075033203,0.0171919770774
2,6075033204,0.0630372492837
2,6075035100,0.0601719197708
2,6075035201,0.0601719197708
2,6075035202,0.0888252148997
2,6075035300,0.025787965616
2,6075035400,0.054441260745
2,6075040100,0.922636103152
2,6075040200,0.352435530086
2,6075042601,0.0859598853868
2,6075042602,0.131805157593
2,6075042700,0.151862464183
2,6075042800,0.0429799426934
2,6075045100,0.713467048711
2,6075045200,0.320916905444
2,6075047600,0.355300859599
2,6075047701,0.421203438395
2,6075047702,0.0601719197708
2,6075047801,0.0687679083095
2,6075047802,0.054441260745
2,6075047901,0.0974212034384
2,6075047902,0.0687679083095
2,6075060100,0.126074498567
2,6075060400,0.0171919770774
2,6075060502,0.0515759312321
2,6075060700,1.57306590258
2,6075061000,0.0372492836676
2,6075061100,3.40401146132
2,6075061200,0.0372492836676
2,6075061400,0.263610315186
2,6075061500,11.7965616046
2,6075980200,0.0171919770774
2,6075980300,0.532951289398
2,6075980900,0.899713467049
2,6077003900,0.0
2,6081600100,0.401146131805
2,6081600700,0.0171919770774
2,6081601604,0.0114613180516
2,6081602300,0.260744985673
2,6081604102,0.0143266475645
2,6081604200,0.0573065902579
2,6081604400,0.134670487106
2,6081605100,0.0229226361032
2,6081605400,0.0458452722063
2,6081984300,4.30659025788
3,6001401700,0.0628571428571
3,6001409000,0.00285714285714
3,6001990000,0.0228571428571
3,6013355200,0.00285714285714
3,6075010100,1.99142857143
3,6075010200,1.80571428571
3,6075010300,1.12
3,6075010400,0.354285714286
3,6075010500,2.08857142857
3,6075010600,9.52285714286
3,6075010700,6.03714285714
3,6075010800,0.208571428571
3,6075010900,3.05428571429
3,6075011000,2.16285714286
3,6075011100,3.15142857143
3,6075011200,0.96
3,6075011300,0.177142857143
3,6075011700,9.03428571429
3,6075011800,0.228571428571
3,6075011901,0.274285714286
3,6075011902,1.16571428571
3,6075012000,4.13428571429
3,6075012100,3.28285714286
3,6075012201,1.57714285714
3,6075012202,4.08857142857
3,6075012301,3.29714285714
3,6075012302,4.51428571429
3,6075012401,0.451428571429
3,6075012402,2.2
3,6075012501,2.62857142857
3,6075012502,0.434285714286
3,6075012601,1.28
3,6075012602,0.188571428571
3,6075012700,0.237142857143
3,6075012800,6.82285714286
3,6075012901,0.42
3,6075012902,2.64285714286
3,6075013000,5.60857142857
3,6075013101,0.397142857143
3,6075013102,0.36
3,6075013200,0.428571428571
3,6075013300,0.251428571429
3,6075013400,1.02
3,6075013500,0.494285714286
3,6075015100,0.811428571429
3,6075015200,1.18285714286
3,6075015300,1.10857142857
3,6075015400,0.42
3,6075015500,1.6
3,6075015600,0.282857142857
3,6075015700,0.934285714286
3,6075015801,0.44
3,6075015802,0.637142857143
3,6075015900,1.41428571429
3,6075016000,0.48
3,6075016100,0.434285714286
3,6075016200,1.55428571429
3,6075016300,0.537142857143
3,6075016400,2.37142857143
3,6075016500,0.514285714286
3,6075016600,3.46
3,6075016700,1.43142857143
3,6075016801,2.69714285714
3,6075016802,1.10571428571
3,6075016900,3.24571428571
3,6075017000,0.337142857143
3,6075017101,0.134285714286
3,6075017102,0.482857142857
3,6075017601,5.61428571429
3,6075017700,3.50571428571
3,6075017801,0.754285714286
3,6075017802,4.73714285714
3,6075017902,0.0771428571429
3,6075018000,2.03714285714
3,6075020100,4.94285714286
3,6075020200,5.20571428571
3,6075020300,3.57428571429
3,6075020401,0.14
3,6075020402,0.165714285714
3,6075020500,3.41142857143
3,6075020600,4.82571428571
3,6075020700,1.97428571429
3,6075020800,6.65428571429
3,6075020900,3.48
3,6075021000,0.488571428571
3,6075021100,0.628571428571
3,6075021200,0.0914285714286
3,6075021300,0.102857142857
3,6075021400,0.422857142857
3,6075021500,0.251428571429
3,6075021600,0.0485714285714
3,6075021700,0.0542857142857
3,6075021800,0.105714285714
3,6075022600,0.448571428571
3,6075022702,0.262857142857
3,6075022704,0.137142857143
3,6075022801,0.642857142857
3,6075022802,0.222857142857
3,6075022803,0.205714285714
3,6075022901,0.42
3,6075022902,0.2
3,6075022903,0.314285714286
3,6075023001,0.0342857142857
3,6075023003,0.0285714285714
3,6075023102,0.0228571428571
3,6075023103,0.0428571428571
3,6075023200,0.0457142857143
3,6075023300,0.0314285714286
3,6075023400,0.0314285714286
3,6075025100,0.122857142857
3,6075025200,0.417142857143
3,6075025300,1.96
3,6075025401,0.14
3,6075025402,0.0314285714286
3,6075025403,0.131428571429
3,6075025500,0.322857142857
3,6075025600,0.12
3,6075025701,0.0628571428571
3,6075025702,0.171428571429
3,6075025800,0.0314285714286
3,6075025900,0.0171428571429
3,6075026001,0.16
3,6075026002,0.0628571428571
3,6075026003,0.0285714285714
3,6075026004,0.0714285714286
3,6075026100,0.48
3,6075026200,0.06
3,6075026301,0.182857142857
3,6075026302,0.0142857142857
3,6075026303,0.0542857142857
3,6075026401,0.0171428571429
3,6075026402,0.0371428571429
3,6075026403,0.0142857142857
3,6075030101,0.365714285714
3,6075030102,0.234285714286
3,6075030201,0.177142857143
3,6075030202,0.974285714286
3,6075030301,0.06
3,6075030302,0.0657142857143
3,6075030400,0.0742857142857
3,6075030500,0.0171428571429
3,6075030600,0.0571428571429
3,6075030700,0.0285714285714
3,6075030800,0.214285714286
3,6075030900,0.0714285714286
3,6075031000,0.0314285714286
3,6075031100,0.237142857143
3,6075031201,0.0542857142857
3,6075031202,0.0228571428571
3,6075031301,0.0285714285714
3,6075031302,0.0285714285714
3,6075031400,0.0285714285714
3,6075032601,0.231428571429
3,6075032602,0.0371428571429
3,6075032700,0.0628571428571
3,6075032801,0.06
3,6075032802,0.0571428571429
3,6075032901,0.0457142857143
3,6075032902,0.0257142857143
3,6075033000,0.0885714285714
3,6075033100,0.0228571428571
3,6075033201,0.0657142857143
3,6075033203,0.04
3,6075033204,0.0371428571429
3,6075035100,0.0657142857143
3,6075035201,0.0457142857143
3,6075035202,0.0942857142857
3,6075035300,0.0314285714286
3,6075035400,0.0371428571429
3,6075040100,0.997142857143
3,6075040200,0.302857142857
3,6075042601,0.0771428571429
3,6075042602,0.0942857142857
3,6075042700,0.122857142857
3,6075042800,0.0457142857143
3,6075045100,0.714285714286
3,6075045200,0.314285714286
3,6075047600,0.257142857143
3,6075047701,0.425714285714
3,6075047702,0.0428571428571
3,6075047801,0.0342857142857
3,6075047802,0.0485714285714
3,6075047901,0.0628571428571
3,6075047902,0.0314285714286
3,6075060100,0.134285714286
3,6075060400,0.0285714285714
3,6075060502,0.04
3,6075060700,1.11714285714
3,6075061000,0.0257142857143
3,6075061100,3.32285714286
3,6075061200,0.0485714285714
3,6075061400,0.214285714286
3,6075061500,10.2314285714
3,6075980200,0.0171428571429
3,6075980300,0.428571428571
3,6075980900,0.842857142857
3,6077003900,0.0
3,6081600100,0.308571428571
3,6081600700,0.0142857142857
3,6081601604,0.0171428571429
3,6081602300,0.211428571429
3,6081604102,0.0142857142857
3,6081604200,0.0428571428571
3,6081604400,0.137142857143
3,6081605100,0.06
3,6081605400,0.04
3,6081984300,3.58857142857
4,6001401700,0.054441260745
4,6001409000,0.0
4,6001990000,0.0143266475645
4,6013355200,0.00573065902579
4,6075010100,1.61318051576
4,6075010200,1.62750716332
4,6075010300,0.939828080229
4,6075010400,0.34670487106
4,6075010500,1.83381088825
4,6075010600,9.60744985673
4,6075010700,5.95702005731
4,6075010800,0.177650429799
4,6075010900,2.83954154728
4,6075011000,1.94269340974
4,6075011100,3.25787965616
4,6075011200,0.681948424069
4,6075011300,0.166189111748
4,6075011700,8.20630372493
4,6075011800,0.19770773639
4,6075011901,0.21776504298
4,6075011902,1.02005730659
4,6075012000,4.32378223496
4,6075012100,2.99426934097
4,6075012201,1.47277936963
4,6075012202,3.79083094556
4,6075012301,2.77077363897
4,6075012302,4.34383954155
4,6075012401,0.438395415473
4,6075012402,1.96561604585
4,6075012501,2.70487106017
4,6075012502,0.386819484241
4,6075012601,1.24641833811
4,6075012602,0.180515759312
4,6075012700,0.232091690544
4,6075012800,7.26074498567
4,6075012901,0.43553008596
4,6075012902,2.46991404011
4,6075013000,5.36389684814
4,6075013101,0.389684813754
4,6075013102,0.300859598854
4,6075013200,0.406876790831
4,6075013300,0.249283667622
4,6075013400,0.790830945559
4,6075013500,0.401146131805
4,6075015100,0.747851002865
4,6075015200,1.18338108883
4,6075015300,1.04011461318
4,6075015400,0.361031518625
4,6075015500,1.43266475645
4,6075015600,0.255014326648
4,6075015700,0.85100286533
4,6075015801,0.41547277937
4,6075015802,0.550143266476
4,6075015900,1.34097421203
4,6075016000,0.449856733524
4,6075016100,0.409742120344
4,6075016200,1.55300859599
4,6075016300,0.452722063037
4,6075016400,2.18338108883
4,6075016500,0.426934097421
4,6075016600,3.39255014327
4,6075016700,1.32091690544
4,6075016801,2.48137535817
4,6075016802,0.988538681948
4,6075016900,3.31232091691
4,6075017000,0.412607449857
4,6075017101,0.134670487106
4,6075017102,0.43553008596
4,6075017601,5.49283667622
4,6075017700,3.48710601719
4,6075017801,0.638968481375
4,6075017802,4.96561604585
4,6075017902,0.054441260745
4,6075018000,1.85959885387
4,6075020100,4.6217765043
4,6075020200,5.54154727794
4,6075020300,3.48424068768
4,6075020401,0.100286532951
4,6075020402,0.134670487106
4,6075020500,3.69627507163
4,6075020600,4.59598853868
4,6075020700,1.84813753582
4,6075020800,6.23209169054
4,6075020900,2.92836676218
4,6075021000,0.504297994269
4,6075021100,0.495702005731
4,6075021200,0.0974212034384
4,6075021300,0.10888252149
4,6075021400,0.464183381089
4,6075021500,0.200573065903
4,6075021600,0.0630372492837
4,6075021700,0.0487106017192
4,6075021800,0.103151862464
4,6075022600,0.438395415473
4,6075022702,0.25787965616
4,6075022704,0.0945558739255
4,6075022801,0.52435530086
4,6075022802,0.180515759312
4,6075022803,0.191977077364
4,6075022901,0.45558739255
4,6075022902,0.114613180516
4,6075022903,0.277936962751
4,6075023001,0.0343839541547
4,6075023003,0.0372492836676
4,6075023102,0.0171919770774
4,6075023103,0.0315186246418
4,6075023200,0.0659025787966
4,6075023300,0.0200573065903
4,6075023400,0.0143266475645
4,6075025100,0.103151862464
4,6075025200,0.386819484241
4,6075025300,1.99140401146
4,6075025401,0.183381088825
4,6075025402,0.0401146131805
4,6075025403,0.126074498567
4,6075025500,0.289398280802
4,6075025600,0.0916905444126
4,6075025701,0.0515759312321
4,6075025702,0.177650429799
4,6075025800,0.025787965616
4,6075025900,0.0143266475645
4,6075026001,0.240687679083
4,6075026002,0.0859598853868
4,6075026003,0.025787965616
4,6075026004,0.0859598853868
4,6075026100,0.449856733524
4,6075026200,0.0687679083095
4,6075026301,0.194842406877
4,6075026302,0.0200573065903
4,6075026303,0.0573065902579
4,6075026401,0.0114613180516
4,6075026402,0.0171919770774
4,6075026403,0.00859598853868
4,6075030101,0.409742120344
4,6075030102,0.120343839542
4,6075030201,0.183381088825
4,6075030202,0.85100286533
4,6075030301,0.0974212034384
4,6075030302,0.0515759312321
4,6075030400,0.054441260745
4,6075030500,0.0229226361032
4,6075030600,0.0773638968481
4,6075030700,0.0372492836676
4,6075030800,0.177650429799
4,6075030900,0.114613180516
4,6075031000,0.0343839541547
4,6075031100,0.189111747851
4,6075031201,0.0744985673352
4,6075031202,0.0200573065903
4,6075031301,0.025787965616
4,6075031302,0.0372492836676
4,6075031400,0.0487106017192
4,6075032601,0.194842406877
4,6075032602,0.0630372492837
4,6075032700,0.0573065902579
4,6075032801,0.0601719197708
4,6075032802,0.0343839541547
4,6075032901,0.0429799426934
4,6075032902,0.0315186246418
4,6075033000,0.0916905444126
4,6075033100,0.0143266475645
4,6075033201,0.0630372492837
4,6075033203,0.0286532951289
4,6075033204,0.0687679083095
4,6075035100,0.0401146131805
4,6075035201,0.0372492836676
4,6075035202,0.106017191977
4,6075035300,0.0315186246418
4,6075035400,0.0487106017192
4,6075040100,1.07163323782
4,6075040200,0.300859598854
4,6075042601,0.0630372492837
