T.currentTimePoint	profit	revenueParcel	revenuePeople	cost	totalTravelDistance	discount	nbParcelComplete	nbPeopleComplete	nbParcelServed	nbPeopleServed	nbParcelOnBoard	nbPeopleOnBoard	nbParcelWaitBoarding	nbPeopleWaitBoarding	nbParcelRejects	nbPeopleRejects	nbParcelRequestsProcessed	nbPeopleRequestsProcessed	#running taxis	maxTravelDistanceOneTaxi	maxRequestServedOneTaxi	maxDecideTimePeopleRequests	maxDecideTimeParcelRequests	maxTimeOnePeopleInsertion	maxTimeOneParcelInsertion	maxTimeCollectAvailableTaxisPeopleInsertion	maxTimeFindTaxiParcelInsertion
21630	-0.61	0	0	0.61	0.76	0	0	0	0	0	0	0	0	2	0	0	3	2	2	0.41	0	33.21	0	20.6	0	2.25	2.25
21660	-1.86	0	0	1.86	2.33	0	0	0	0	0	0	0	0	5	0	3	8	8	2	1.33	0	33.21	0	20.6	0	2.26	2.26
21690	-3.62	0	0	3.62	4.53	0	0	0	0	0	0	0	0	7	0	3	11	10	4	1.9	0	33.21	0	20.6	0	2.26	2.26
21720	-6.36	0	0	6.36	7.95	0	0	0	0	1	0	1	0	9	0	4	14	13	6	2.47	0	33.21	0	20.6	0	2.26	2.26
21750	-9.73	0	0	9.73	12.16	0	0	0	0	1	0	1	0	11	0	5	17	16	7	2.88	0	33.21	0	26.31	0	2.26	2.26
21780	-13.49	0	0	13.49	16.86	0	0	0	0	2	0	2	0	13	0	5	19	18	9	3.26	0	45.64	0	43.6	0	2.33	2.33
21810	-17.23	0	0	17.23	21.54	0	0	0	0	4	0	4	0	15	0	5	21	20	10	3.43	0	45.64	0	43.6	0	2.33	2.33
21840	-13.44	0	7.98	21.43	26.78	0	0	1	0	5	0	4	0	17	0	7	25	24	11	3.93	1	45.64	0	43.6	0	2.33	2.33
21870	-17.48	0	7.98	25.46	31.83	0	0	1	0	8	0	7	0	19	0	8	27	27	12	4.56	1	45.64	0	43.6	0	2.33	2.33
21900	-13.2	0	16.93	30.13	37.67	0	0	2	0	11	0	9	0	21	0	8	30	29	13	5.1	1	45.64	0	43.6	0	2.33	2.33
21930	-9.4	0	25.96	35.36	44.2	0	0	3	0	11	0	8	0	24	0	9	34	33	14	5.43	1	45.64	0	43.6	0	2.41	2.41
21960	-8.5	0	32.73	41.23	51.53	0	0	4	0	12	0	8	0	26	0	13	39	39	15	5.78	1	45.64	0	43.6	0	2.41	2.41
21990	-0.84	0	46.38	47.22	59.02	0	0	6	0	15	0	9	0	27	0	14	42	41	17	6.22	1	45.64	0	43.6	0	2.41	2.41
22020	16.21	0	70.22	54.01	67.51	0	0	8	0	16	0	8	0	29	0	14	44	43	17	6.83	1	45.64	0	43.6	0	2.41	2.41
22050	10.09	0	70.22	60.13	75.16	0	0	8	0	20	0	12	0	31	0	19	51	50	17	7.31	1	45.64	0	43.6	0	2.41	2.41
22080	2.99	0	70.22	67.23	84.04	0	0	8	0	21	0	13	0	33	0	21	54	54	17	7.67	1	47.09	0	44.95	0	2.41	2.41
22110	35.37	0	109.38	74.02	92.52	0	0	11	0	23	0	12	0	35	0	23	59	58	18	8.24	1	47.09	0	44.95	0	2.41	2.41
22140	59.77	0	140.13	80.35	100.44	0	0	14	0	23	0	9	0	37	0	24	61	61	18	8.74	2	47.09	0	44.95	0	2.41	2.41
22170	72.47	0	159.39	86.92	108.65	0	0	16	0	25	0	9	0	39	0	24	64	63	18	9.08	2	47.09	0	44.95	0	2.41	2.41
